plant	Synset('plant.n.01')	https://en.wikipedia.org/wiki/Factory
plant	Synset('plant.n.02')	https://en.wikipedia.org/wiki/Plant
plant	Synset('plant.n.03')	https://en.wikipedia.org/wiki/Actor
plant	Synset('plant.n.04')	https://en.wikipedia.org/wiki/Loaded_language
taste	Synset('taste.n.01')	https://en.wikipedia.org/wiki/Taste
taste	Synset('preference.n.01')	https://en.wikipedia.org/wiki/Taste_(sociology)
taste	Synset('taste.n.03')	https://en.wikipedia.org/wiki/Taste_(sociology)
taste	Synset('taste.n.04')	https://en.wikipedia.org/wiki/Mouthfeel
taste	Synset('taste.n.05')	https://en.wikipedia.org/wiki/Mouthfeel
taste	Synset('taste.n.06')	https://en.wikipedia.org/wiki/Taste
taste	Synset('taste.n.07')	https://en.wikipedia.org/wiki/Odor
star	Synset('star.n.01')	https://en.wikipedia.org/wiki/Astronomical_object
star	Synset('ace.n.03')	https://en.wikipedia.org/wiki/Character_(arts)
star	Synset('star.n.03')	https://en.wikipedia.org/wiki/Sleeping_Beauty
star	Synset('star.n.04')	https://en.wikipedia.org/wiki/Supporting_character
star	Synset('star.n.05')	Can not match to Wiki
star	Synset('headliner.n.01')	https://en.wikipedia.org/wiki/Giant_star
star	Synset('asterisk.n.01')	https://en.wikipedia.org/wiki/Asterisk
bow	Synset('bow.n.01')	https://en.wikipedia.org/wiki/Rivet
bow	Synset('bow.n.02')	https://en.wikipedia.org/wiki/Bow_(music)
bow	Synset('bow.n.03')	https://en.wikipedia.org/wiki/Bow_(ship)
bow	Synset('bow.n.04')	Can not match to Wiki
bow	Synset('bow.n.05')	https://en.wikipedia.org/wiki/Eraser
bow	Synset('bow.n.06')	https://en.wikipedia.org/wiki/Bowing
bow	Synset('bow.n.07')	https://en.wikipedia.org/wiki/Bowing
bow	Synset('bow.n.08')	https://en.wikipedia.org/wiki/Chiffon_(fabric)
bow	Synset('bow.n.09')	https://en.wikipedia.org/wiki/Bow_(music)
galley	Synset('galley.n.01')	https://en.wikipedia.org/wiki/Sampan
galley	Synset('galley.n.02')	https://en.wikipedia.org/wiki/Sampan
galley	Synset('galley.n.03')	https://en.wikipedia.org/wiki/Kitchen
galley	Synset('galley.n.04')	https://en.wikipedia.org/wiki/Kitchen
sentence	Synset('sentence.n.01')	https://en.wikipedia.org/wiki/Sentence_(linguistics)
sentence	Synset('conviction.n.02')	https://en.wikipedia.org/wiki/Sanctions_(law)
sentence	Synset('prison_term.n.01')	https://en.wikipedia.org/wiki/Life_imprisonment
interest	Synset('interest.n.01')	https://en.wikipedia.org/wiki/Ardently_Love
interest	Synset('sake.n.01')	https://en.wikipedia.org/wiki/Genus
interest	Synset('interest.n.03')	https://en.wikipedia.org/wiki/Taste_(sociology)
interest	Synset('interest.n.04')	https://en.wikipedia.org/wiki/Interest
interest	Synset('interest.n.05')	https://en.wikipedia.org/wiki/Share_(finance)
interest	Synset('interest.n.06')	https://en.wikipedia.org/wiki/Shareholder
interest	Synset('pastime.n.01')	https://en.wikipedia.org/wiki/Hobby
issue	Synset('issue.n.01')	https://en.wikipedia.org/wiki/Problem_solving
issue	Synset('issue.n.02')	https://en.wikipedia.org/wiki/Principal_balance
issue	Synset('topic.n.02')	https://en.wikipedia.org/wiki/Problem_solving
issue	Synset('issue.n.04')	https://en.wikipedia.org/wiki/Publication
issue	Synset('issue.n.05')	https://en.wikipedia.org/wiki/Publishing
issue	Synset('return.n.06')	https://en.wikipedia.org/wiki/Profit_(economics)
issue	Synset('consequence.n.01')	https://en.wikipedia.org/wiki/Utility
issue	Synset('offspring.n.01')	https://en.wikipedia.org/wiki/Ancestor
issue	Synset('exit.n.01')	https://en.wikipedia.org/wiki/Import
issue	Synset('issue.n.11')	https://en.wikipedia.org/wiki/Publishing
duty	Synset('duty.n.01')	https://en.wikipedia.org/wiki/Promise
duty	Synset('duty.n.02')	https://en.wikipedia.org/wiki/Duty
duty	Synset('duty.n.03')	https://en.wikipedia.org/wiki/Tax_rate
